292	322213	323779	63488	65054
293	325763	326062	65055	65354
294	331367	331532	65355	65520
296	334286	334351	65521	65586
297	334880	334948	65587	65655
298	335291	335775	65656	66140
299	336934	336945	66141	66152
300	338341	338415	66153	66227
301	339841	339851	66228	66238
302	340542	340639	66239	66336
303	341639	341755	66337	66453
304	342989	344988	66454	68453
308	348791	348866	68454	68529
310	350558	350570	68530	68542
311	351204	352122	68543	69461
312	352363	352442	69462	69541
313	353265	353282	69542	69559
314	354306	355989	69560	71243
315	357760	357845	71244	71329
316	359739	359739	71330	71330
317	360178	360238	71331	71391
318	361376	361756	71392	71772
319	361871	362173	71773	72075
320	363458	363504	72076	72122
321	365872	366149	72123	72400
322	366765	366775	72401	72411
323	367649	367734	72412	72497
325	368583	368685	72498	72600
326	371023	371364	72601	72942
327	372688	372904	72943	73159
328	373454	373562	73160	73268
329	374463	374486	73269	73292
330	375762	375974	73293	73505
331	376347	376348	73506	73507
332	377714	378037	73508	73831
333	378824	378916	73832	73924
335	380326	380384	73925	73983
336	380610	380727	73984	74101
338	382616	382648	74102	74134
339	383381	383401	74135	74155
340	384638	384639	74156	74157
342	385545	385555	74158	74168
343	386924	386959	74169	74204
345	388591	388852	74205	74466
346	389039	389055	74467	74483
347	389347	389400	74484	74537
348	389779	389824	74538	74583
350	390630	390650	74584	74604
351	391212	391339	74605	74732
354	394551	394762	74733	74944
355	396308	396575	74945	75212
356	397062	397176	75213	75327
357	397366	397521	75328	75483
358	397888	397889	75484	75485
359	399558	399756	75486	75684
361	401927	401991	75685	75749
362	403015	403594	75750	76329
363	403952	404000	76330	76378
364	405252	406121	76379	77248
365	406338	406445	77249	77356
367	408752	408888	77357	77493
368	410779	412202	77494	78917
369	413049	413194	78918	79063
370	414257	414603	79064	79410
371	416929	417294	79411	79776
372	417514	417839	79777	80102
373	418125	420047	80103	82025
374	421476	421490	82026	82040
375	422841	423027	82041	82227
376	423877	423890	82228	82241
377	424440	424445	82242	82247
378	424704	424804	82248	82348
380	427303	427494	82349	82540
381	427999	428450	82541	82992
383	429655	429681	82993	83019
384	430072	430075	83020	83023
385	430526	430652	83024	83150
386	431241	431629	83151	83539
387	433238	433795	83540	84097
388	435428	435719	84098	84389
389	440631	440719	84390	84478
390	441917	442051	84479	84613
391	442580	442655	84614	84689
392	443013	443048	84690	84725
393	444396	445190	84726	85520
395	447028	447037	85521	85530
396	447836	447891	85531	85586
398	450906	450917	85587	85598
399	453252	453623	85599	85970
400	453825	453858	85971	86004
401	454369	454531	86005	86167
402	455567	455592	86168	86193
403	456118	456596	86194	86672
404	458421	458421	86673	86673
405	458779	459179	86674	87074
406	460317	460627	87075	87385
407	460820	461073	87386	87639
408	461362	461370	87640	87648
409	461782	461848	87649	87715
411	463627	463793	87716	87882
412	464124	464398	87883	88157
413	464738	464741	88158	88161
414	465480	465492	88162	88174
415	466834	466903	88175	88244
416	467033	467088	88245	88300
417	468451	468460	88301	88310
418	470015	470030	88311	88326
419	470619	470899	88327	88607
420	471098	471101	88608	88611
421	471264	471267	88612	88615
422	471418	471563	88616	88761
423	471834	471901	88762	88829
424	472151	472168	88830	88847
425	472379	472646	88848	89115
426	472767	472878	89116	89227
427	472996	473062	89228	89294
428	473225	473233	89295	89303
429	473606	473782	89304	89480
430	473963	473993	89481	89511
431	474135	474233	89512	89610
432	474618	474668	89611	89661
433	475359	475399	89662	89702
434	475634	475783	89703	89852
435	476396	476555	89853	90012
437	477983	478107	90013	90137
438	478588	478630	90138	90180
439	479768	479788	90181	90201
441	480375	480390	90202	90217
442	483184	483433	90218	90467
443	483785	484062	90468	90745
444	484843	484843	90746	90746
445	485027	485303	90747	91023
446	485547	485576	91024	91053
448	487145	487153	91054	91062
449	487409	487503	91063	91157
450	487900	488311	91158	91569
452	489306	489306	91570	91570
453	490270	490280	91571	91581
454	492933	493001	91582	91650
455	493758	494037	91651	91930
456	494842	496703	91931	93792
457	499263	499561	93793	94091
458	500402	500418	94092	94108
459	502258	502269	94109	94120
460	503686	504195	94121	94630
462	505833	505908	94631	94706
463	508312	508378	94707	94773
464	509381	510107	94774	95500
465	510375	510634	95501	95760
466	512885	512947	95761	95823
467	513815	514498	95824	96507
468	516713	516727	96508	96522
469	517346	517356	96523	96533
470	518242	518327	96534	96619
472	520051	520053	96620	96622
473	520939	520984	96623	96668
474	522242	522603	96669	97030
475	523204	523872	97031	97699
476	525151	525162	97700	97711
477	525811	525861	97712	97762
478	527242	527552	97763	98073
480	529535	529674	98074	98213
481	530557	530876	98214	98533
482	532068	532361	98534	98827
483	533022	533030	98828	98836
484	533709	533720	98837	98848
485	534486	534524	98849	98887
486	535284	535559	98888	99163
487	537783	537956	99164	99337
488	539619	539686	99338	99405
489	540467	540577	99406	99516
490	541799	541802	99517	99520
491	543036	543113	99521	99598
492	543816	543854	99599	99637
493	545703	545751	99638	99686
495	546526	546708	99687	99869
496	547510	547679	99870	100039
497	548286	548297	100040	100051
498	549699	549751	100052	100104
499	550331	550489	100105	100263
501	550778	550947	100264	100433
502	552274	552370	100434	100530
503	553409	553409	100531	100531
504	553872	553888	100532	100548
505	554606	554727	100549	100670
506	555154	555360	100671	100877
507	556051	556945	100878	101772
508	557165	557562	101773	102170
509	557809	558208	102171	102570
510	559202	559202	102571	102571
511	560022	560022	102572	102572
512	560809	560905	102573	102669
514	561271	561993	102670	103392
515	568429	569059	103393	104023
516	569537	569573	104024	104060
517	569880	569926	104061	104107
518	571403	571751	104108	104456
519	578454	578762	104457	104765
521	579551	579760	104766	104975
522	580121	581151	104976	106006
524	581957	581967	106007	106017
525	584023	584200	106018	106195
526	585062	585271	106196	106405
527	585983	586001	106406	106424
528	586569	586578	106425	106434
529	587692	588048	106435	106791
531	590475	590589	106792	106906
532	591154	591174	106907	106927
533	596845	596904	106928	106987
534	598627	598745	106988	107106
535	600273	600358	107107	107192
536	601223	601412	107193	107382
537	602373	602468	107383	107478
538	603309	603355	107479	107525
539	603527	603646	107526	107645
542	606379	606392	107646	107659
543	607323	607342	107660	107679
544	608099	608151	107680	107732
545	609121	609123	107733	107735
547	609774	610128	107736	108090
548	610855	611015	108091	108251
549	612858	612876	108252	108270
550	613132	613678	108271	108817
551	613796	613877	108818	108899
552	614502	614723	108900	109121
553	615900	615900	109122	109122
554	616543	616645	109123	109225
555	617999	618001	109226	109228
556	619061	619069	109229	109237
557	620270	620501	109238	109469
558	621204	621236	109470	109502
559	621870	622101	109503	109734
560	622453	622547	109735	109829
562	624065	624067	109830	109832
564	625417	626368	109833	110784
567	628386	628658	110785	111057
568	628806	628932	111058	111184
569	630424	631048	111185	111809
570	632186	632741	111810	112365
571	633411	633735	112366	112690
572	634519	634519	112691	112691
573	635150	635707	112692	113249
575	637655	637655	113250	113250
576	638307	638316	113251	113260
577	639010	639013	113261	113264
580	640967	641175	113265	113473
581	641968	642332	113474	113838
582	642729	642738	113839	113848
583	643111	643119	113849	113857
584	645364	645569	113858	114063
585	647346	647455	114064	114173
586	647804	649240	114174	115610
587	649523	649653	115611	115741
588	650599	652269	115742	117412
589	652933	652960	117413	117440
590	653378	653435	117441	117498
591	654612	654669	117499	117556
592	655516	655639	117557	117680
593	656198	656215	117681	117698
594	656684	656750	117699	117765
595	657402	657574	117766	117938
596	658166	658243	117939	118016
597	658493	658593	118017	118117
598	659755	660021	118118	118384
599	660892	660894	118385	118387
602	663326	663632	118388	118694
603	664290	664514	118695	118919
604	665493	665509	118920	118936
606	667122	667406	118937	119221
607	669588	669638	119222	119272
608	670455	670593	119273	119411
609	671938	672151	119412	119625
610	673343	673894	119626	120177
611	674831	674863	120178	120210
612	675902	676041	120211	120350
613	676648	676804	120351	120507
614	677336	677355	120508	120527
616	678741	678741	120528	120528
617	680284	680337	120529	120582
618	681595	681760	120583	120748
619	682565	682647	120749	120831
620	682870	683726	120832	121688
621	684000	684018	121689	121707
622	684259	684833	121708	122282
623	685584	685652	122283	122351
625	686881	686891	122352	122362
626	687231	687260	122363	122392
627	687582	687654	122393	122465
629	688038	688098	122466	122526
630	688636	689060	122527	122951
631	689400	689464	122952	123016
634	692565	692729	123017	123181
635	694077	694340	123182	123445
637	696226	696226	123446	123446
638	697487	697609	123447	123569
639	699608	699937	123570	123899
640	700259	700261	123900	123902
641	701078	701151	123903	123976
642	702079	702173	123977	124071
644	703102	703111	124072	124081
645	703592	703598	124082	124088
646	704328	704368	124089	124129
648	705654	705775	124130	124251
649	708323	708379	124252	124308
650	709637	709853	124309	124525
652	711853	711885	124526	124558
653	712174	712312	124559	124697
654	713243	713441	124698	124896
655	715893	715928	124897	124932
656	717153	717162	124933	124942
657	717718	717801	124943	125026
658	718366	718379	125027	125040
659	720327	720407	125041	125121
660	722136	723447	125122	126433
661	723748	723911	126434	126597
662	724335	725498	126598	127761
663	727758	727985	127762	127989
664	728217	728405	127990	128178
666	729824	729955	128179	128310
667	730835	730970	128311	128446
668	731793	731805	128447	128459
669	732646	732942	128460	128756
670	733627	733639	128757	128769
671	734852	734852	128770	128770
672	735396	735410	128771	128785
673	736221	738865	128786	131430
674	739577	739598	131431	131452
675	740124	740175	131453	131504
676	740413	740479	131505	131571
677	741401	742208	131572	132379
679	744065	744081	132380	132396
681	745121	745210	132397	132486
682	746264	746406	132487	132629
684	748994	748995	132630	132631
685	749953	750552	132632	133231
686	751387	751428	133232	133273
687	752071	752205	133274	133408
688	754150	754604	133409	133863
689	757041	757171	133864	133994
690	758195	758249	133995	134049
691	758955	759018	134050	134113
693	760629	760642	134114	134127
694	761288	761454	134128	134294
695	761686	762057	134295	134666
696	763261	764839	134667	136245
698	766993	767363	136246	136616
699	768135	768161	136617	136643
700	769425	769434	136644	136653
702	771089	771141	136654	136706
703	772555	772752	136707	136904
704	773995	774174	136905	137084
705	775207	776631	137085	138509
708	780230	780392	138510	138672
709	782619	782768	138673	138822
710	783198	783334	138823	138959
711	784478	784485	138960	138967
712	785701	785834	138968	139101
713	786660	786671	139102	139113
714	787839	788345	139114	139620
715	789840	789851	139621	139632
717	791510	791568	139633	139691
719	792216	792332	139692	139808
721	793846	793874	139809	139837
722	797226	797730	139838	140342
723	798202	798217	140343	140358
724	800492	800836	140359	140703
725	803939	804020	140704	140785
726	805029	805086	140786	140843
727	806593	808406	140844	142657
728	809280	809385	142658	142763
729	809770	809911	142764	142905
730	810224	810226	142906	142908
731	810944	811072	142909	143037
734	812923	813035	143038	143150
735	813222	813336	143151	143265
737	815903	815960	143266	143323
738	816234	816280	143324	143370
739	816446	816586	143371	143511
740	816779	817205	143512	143938
741	817965	817965	143939	143939
742	819955	822367	143940	146352
743	823844	824779	146353	147288
747	829106	829114	147289	147297
748	829991	830170	147298	147477
749	830981	831526	147478	148023
750	832199	832439	148024	148264
753	834684	834685	148265	148266
754	836570	836669	148267	148366
755	837780	837788	148367	148375
756	839052	839054	148376	148378
757	839853	840071	148379	148597
759	841598	841636	148598	148636
760	841955	841956	148637	148638
761	842827	843052	148639	148864
762	843572	845666	148865	150959
763	847002	847084	150960	151042
764	847823	847830	151043	151050
765	848389	848408	151051	151070
766	849303	849310	151071	151078
767	849527	849611	151079	151163
768	850581	851276	151164	151859
769	851505	853190	151860	153545
770	853761	853827	153546	153612
772	856703	857100	153613	154010
773	857689	857691	154011	154013
774	858874	859152	154014	154292
775	859711	859742	154293	154324
776	859944	859994	154325	154375
777	860355	860411	154376	154432
778	860793	861041	154433	154681
779	861843	861852	154682	154691
780	862792	862889	154692	154789
781	864867	864926	154790	154849
782	866583	866686	154850	154953
784	867561	867576	154954	154969
785	868477	868524	154970	155017
788	871141	871328	155018	155205
789	871563	871663	155206	155306
791	874449	874463	155307	155321
792	875325	875396	155322	155393
793	876351	876368	155394	155411
794	878172	878208	155412	155448
795	878887	878952	155449	155514
796	879895	881114	155515	156734
799	883060	883153	156735	156828
800	883955	884049	156829	156923
801	885478	885486	156924	156932
802	886033	886043	156933	156943
803	886359	886374	156944	156959
804	887068	887155	156960	157047
805	887636	887732	157048	157144
806	888324	888331	157145	157152
807	890096	891117	157153	158174
808	891319	891995	158175	158851
809	892704	892713	158852	158861
810	893272	893644	158862	159234
811	895037	895178	159235	159376
812	896097	896103	159377	159383
813	898621	898829	159384	159592
814	901950	902778	159593	160421
815	903349	904307	160422	161380
816	905532	905685	161381	161534
817	906781	906821	161535	161575
818	907200	907280	161576	161656
819	907713	907834	161657	161778
820	908345	909146	161779	162580
821	910224	910278	162581	162635
822	911215	911260	162636	162681
823	912635	912769	162682	162816
824	912953	913074	162817	162938
828	916167	916167	162939	162939
829	916600	916660	162940	163000
830	917918	917924	163001	163007
832	919514	919586	163008	163080
833	920562	920634	163081	163153
834	922267	922464	163154	163351
835	922759	923003	163352	163596
836	923223	923614	163597	163988
840	927439	928005	163989	164555
841	928216	928339	164556	164679
842	928496	928673	164680	164857
843	928818	929178	164858	165218
844	929341	931378	165219	167256
845	931946	932266	167257	167577
846	932456	932516	167578	167638
848	934187	934297	167639	167749
849	935183	935344	167750	167911
850	937085	937169	167912	167996
851	937488	938258	167997	168767
853	939497	941157	168768	170428
854	941353	941511	170429	170587
855	941872	941880	170588	170596
856	942211	944158	170597	172544
857	945011	945773	172545	173307
858	947898	947909	173308	173319
859	948081	948113	173320	173352
861	949573	949584	173353	173364
862	950296	950836	173365	173905
863	951059	951955	173906	174802
864	953186	953204	174803	174821
865	955902	956313	174822	175233
866	957319	957386	175234	175301
868	959009	959097	175302	175390
869	960859	960860	175391	175392
870	961971	961983	175393	175405
871	962314	962427	175406	175519
872	963472	963486	175520	175534
873	964813	964842	175535	175564
874	965020	965077	175565	175622
875	965213	965281	175623	175691
876	966587	966595	175692	175700
877	966755	967840	175701	176786
878	969101	969115	176787	176801
880	970938	970952	176802	176816
881	971814	973186	176817	178189
882	975479	975520	178190	178231
884	976888	976904	178232	178248
885	977547	977628	178249	178330
886	977845	977851	178331	178337
887	978200	978203	178338	178341
888	979320	979328	178342	178350
889	980289	980400	178351	178462
890	980971	981097	178463	178589
893	983465	983507	178590	178632
894	984483	986250	178633	180400
895	986551	986951	180401	180801
896	987657	987837	180802	180982
897	988153	988167	180983	180997
898	988513	988528	180998	181013
899	988823	989774	181014	181965
900	990693	990784	181966	182057
901	991634	991774	182058	182198
902	992615	992720	182199	182304
903	992997	993425	182305	182733
904	995328	995329	182734	182735
905	996194	996272	182736	182814
906	997452	997543	182815	182906
907	999503	999613	182907	183017
908	1001894	1002437	183018	183561
909	1003863	1004344	183562	184043
913	1009965	1010676	184044	184755
915	1011924	1012086	184756	184918
916	1013392	1015233	184919	186760
918	1022157	1022370	186761	186974
919	1023550	1023757	186975	187182
920	1030238	1030280	187183	187225
921	1035495	1035747	187226	187478
923	1037366	1037380	187479	187493
924	1038932	1039514	187494	188076
925	1040586	1040649	188077	188140
926	1041640	1041702	188141	188203
927	1043389	1043451	188204	188266
928	1044496	1044712	188267	188483
929	1045706	1045720	188484	188498
930	1046690	1046842	188499	188651
931	1048205	1048488	188652	188935
932	1049758	1049769	188936	188947
933	1050235	1050243	188948	188956
934	1050898	1051032	188957	189091
935	1051681	1051693	189092	189104
936	1052408	1052865	189105	189562
937	1053241	1053658	189563	189980
938	1056182	1056434	189981	190233
939	1058169	1058173	190234	190238
940	1058438	1058787	190239	190588
941	1059007	1059086	190589	190668
942	1061247	1061433	190669	190855
943	1062397	1062683	190856	191142
944	1063446	1063807	191143	191504
945	1065215	1065428	191505	191718
946	1067124	1067124	191719	191719
947	1067443	1067477	191720	191754
948	1068315	1068547	191755	191987
949	1069529	1069529	191988	191988
950	1070460	1070469	191989	191998
951	1070986	1071015	191999	192028
952	1071442	1073262	192029	193849
953	1073740	1074151	193850	194261
954	1075976	1076053	194262	194339
955	1076783	1076783	194340	194340
956	1078452	1078457	194341	194346
961	1082093	1082219	194347	194473
962	1082859	1082965	194474	194580
963	1083269	1083508	194581	194820
964	1084388	1084396	194821	194829
965	1085672	1087173	194830	196331
966	1087972	1088214	196332	196574
968	1091427	1091619	196575	196767
969	1092607	1092853	196768	197014
970	1093628	1093673	197015	197060
971	1093929	1093929	197061	197061
972	1094173	1094262	197062	197151
973	1095073	1095073	197152	197152
975	1097121	1097174	197153	197206
976	1098351	1098677	197207	197533
977	1100349	1100577	197534	197762
978	1101268	1101278	197763	197773
980	1102378	1102658	197774	198054
981	1103187	1103197	198055	198065
983	1104178	1104250	198066	198138
985	1105269	1105277	198139	198147
986	1107267	1107342	198148	198223
987	1108297	1108468	198224	198395
989	1111375	1111522	198396	198543
990	1113011	1113055	198544	198588
991	1114346	1114348	198589	198591
995	1120187	1120503	198592	198908
996	1121491	1121723	198909	199141
998	1124863	1125808	199142	200087
999	1126169	1126171	200088	200090
1001	1127476	1128599	200091	201214
1002	1129257	1129299	201215	201257
1003	1129933	1130024	201258	201349
1004	1130385	1130489	201350	201454
1005	1132578	1132743	201455	201620
1006	1133788	1134675	201621	202508
1007	1135525	1135619	202509	202603
1008	1136310	1136320	202604	202614
1010	1138059	1138074	202615	202630
1011	1139098	1139101	202631	202634
1012	1139810	1140144	202635	202969
1013	1141633	1141641	202970	202978
1014	1142446	1142446	202979	202979
1015	1143257	1143530	202980	203253
1016	1146708	1147018	203254	203564
1017	1148099	1148147	203565	203613
1018	1149072	1149089	203614	203631
1019	1149612	1149845	203632	203865
1021	1150994	1151726	203866	204598
1022	1152681	1152994	204599	204912
1023	1154522	1154669	204913	205060
1024	1155570	1155570	205061	205061
1025	1156132	1156224	205062	205154
1026	1156939	1157289	205155	205505
1027	1158574	1158767	205506	205699
1028	1160340	1160350	205700	205710
1029	1160684	1160773	205711	205800
1030	1161152	1161222	205801	205871
1031	1162528	1162539	205872	205883
1032	1163347	1163513	205884	206050
1033	1163862	1163979	206051	206168
1036	1164941	1165055	206169	206283
1037	1165500	1165602	206284	206386
1038	1166539	1166633	206387	206481
1039	1166877	1168235	206482	207840
1040	1169583	1171761	207841	210019
1041	1171921	1173712	210020	211811
1042	1173899	1174170	211812	212083
1043	1174783	1174804	212084	212105
1045	1177967	1178028	212106	212167
1047	1179347	1179410	212168	212231
1048	1179993	1180025	212232	212264
1049	1180503	1180517	212265	212279
1051	1182823	1182846	212280	212303
1052	1183738	1183893	212304	212459
1053	1185004	1185042	212460	212498
1054	1187266	1187266	212499	212499
1055	1187726	1187750	212500	212524
1056	1189293	1189319	212525	212551
1057	1190238	1190261	212552	212575
1058	1190952	1191722	212576	213346
1059	1192980	1193089	213347	213456
1060	1193702	1194025	213457	213780
1061	1194635	1194868	213781	214014
1063	1196221	1196515	214015	214309
1064	1196654	1196786	214310	214442
1065	1198107	1198108	214443	214444
1066	1198850	1198863	214445	214458
1068	1202409	1202440	214459	214490
1069	1205051	1205228	214491	214668
1070	1205367	1205567	214669	214869
1071	1206156	1206403	214870	215117
1073	1207101	1207107	215118	215124
1075	1207533	1207784	215125	215376
1077	1209214	1209813	215377	215976
1079	1211996	1211999	215977	215980
1080	1212357	1212739	215981	216363
1081	1212995	1213059	216364	216428
1082	1217065	1217185	216429	216549
1083	1217573	1217643	216550	216620
1084	1218595	1218678	216621	216704
1085	1219798	1220058	216705	216965
1086	1221856	1222271	216966	217381
1088	1223230	1223281	217382	217433
1089	1223849	1223940	217434	217525
1090	1224166	1224253	217526	217613
1091	1224872	1225192	217614	217934
1092	1225916	1226243	217935	218262
1093	1227168	1228031	218263	219126
1094	1228683	1228852	219127	219296
1095	1229102	1229339	219297	219534
1096	1230129	1230603	219535	220009
1098	1231839	1231907	220010	220078
1099	1232181	1232217	220079	220115
1101	1232832	1232881	220116	220165
1102	1233968	1233976	220166	220174
1103	1234619	1234838	220175	220394
1104	1236963	1236968	220395	220400
1105	1240221	1240302	220401	220482
1106	1240519	1240662	220483	220626
1107	1241344	1241391	220627	220674
1109	1243061	1243237	220675	220851
1110	1243412	1243601	220852	221041
1111	1244463	1244544	221042	221123
1112	1244836	1244848	221124	221136
1113	1245134	1245207	221137	221210
1114	1246180	1246259	221211	221290
1115	1248072	1254541	221291	227760
1116	1255109	1255345	227761	227997
1117	1258160	1258170	227998	228008
1119	1260839	1260891	228009	228061
1120	1261747	1261762	228062	228077
1121	1262006	1262025	228078	228097
1124	1264681	1264962	228098	228379
1126	1266390	1266819	228380	228809
1127	1267135	1267152	228810	228827
1128	1267537	1267564	228828	228855
1129	1268951	1269127	228856	229032
1130	1270334	1270375	229033	229074
1131	1270598	1270713	229075	229190
1132	1271212	1271461	229191	229440
1134	1274124	1274125	229441	229442
1135	1276277	1276294	229443	229460
1136	1277297	1277310	229461	229474
1137	1278226	1278601	229475	229850
1138	1280522	1280866	229851	230195
1139	1281221	1281349	230196	230324
1140	1281497	1281724	230325	230552
1141	1282148	1282834	230553	231239
